Pathways,,,,,,,
Pathways,Activation/Inactivation/Interconversion,,,,,,
Pathways,Activation/Inactivation/Interconversion,Inactivation,Indole-3-acetate Inactivation,indole-3-acetate inactivation VIII,,,
Pathways,Activation/Inactivation/Interconversion,Inactivation,Indole-3-acetate Inactivation,superpathway of indole-3-acetate conjugate biosynthesis,,,
Pathways,Activation/Inactivation/Interconversion,Inactivation,brassinosteroids inactivation,,,,
Pathways,Activation/Inactivation/Interconversion,Inactivation,ecdysteroid metabolism (arthropods),,,,
Pathways,Activation/Inactivation/Interconversion,Inactivation,jasmonoyl-L-isoleucine inactivation,,,,
Pathways,Activation/Inactivation/Interconversion,Inactivation,tuberonate glucoside biosynthesis,,,,
Pathways,Activation/Inactivation/Interconversion,Interconversions,,,,,
Pathways,Activation/Inactivation/Interconversion,Interconversions,abscisic acid degradation by glucosylation,,,,
Pathways,Activation/Inactivation/Interconversion,Interconversions,acyl carrier protein metabolism,,,,
Pathways,Activation/Inactivation/Interconversion,Interconversions,afrormosin conjugates interconversion,,,,
Pathways,Activation/Inactivation/Interconversion,Interconversions,biochanin A conjugates interconversion,,,,
Pathways,Activation/Inactivation/Interconversion,Interconversions,cichoriin interconversion,,,,
Pathways,Activation/Inactivation/Interconversion,Interconversions,daidzein conjugates interconversion,,,,
Pathways,Activation/Inactivation/Interconversion,Interconversions,daphnin interconversion,,,,
Pathways,Activation/Inactivation/Interconversion,Interconversions,diadinoxanthin and diatoxanthin interconversion,,,,
Pathways,Activation/Inactivation/Interconversion,Interconversions,formononetin conjugates interconversion,,,,
Pathways,Activation/Inactivation/Interconversion,Interconversions,genistein conjugates interconversion,,,,
Pathways,Activation/Inactivation/Interconversion,Interconversions,geranyl acetate biosynthesis,,,,
Pathways,Activation/Inactivation/Interconversion,Interconversions,homocysteine and cysteine interconversion,,,,
Pathways,Activation/Inactivation/Interconversion,Interconversions,maackiain conjugates interconversion,,,,
Pathways,Activation/Inactivation/Interconversion,Interconversions,medicarpin conjugates interconversion,,,,
Pathways,Activation/Inactivation/Interconversion,Interconversions,methyl indole-3-acetate interconversion,,,,
Pathways,Activation/Inactivation/Interconversion,Interconversions,oleandomycin activation/inactivation,,,,
Pathways,Activation/Inactivation/Interconversion,Interconversions,phenylethyl acetate biosynthesis,,,,
Pathways,Activation/Inactivation/Interconversion,Interconversions,UDP-sugars interconversion,,,,
Pathways,Activation/Inactivation/Interconversion,Interconversions,"violaxanthin, antheraxanthin and zeaxanthin interconversion",,,,
Pathways,Bioluminescence,,,,,,
Pathways,Bioluminescence,bacterial bioluminescence,,,,,
Pathways,Bioluminescence,coral bioluminescence,,,,,
Pathways,Bioluminescence,dinoflagellate bioluminescence,,,,,
Pathways,Bioluminescence,firefly bioluminescence,,,,,
Pathways,Bioluminescence,fungal bioluminescence,,,,,
Pathways,Bioluminescence,jellyfish bioluminescence,,,,,
Pathways,Bioluminescence,squid bioluminescence,,,,,
Pathways,Biosynthesis,,,,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,,,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,Betaine Biosynthesis,,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,Betaine Biosynthesis,beta-alanine betaine biosynthesis,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,Betaine Biosynthesis,glycine betaine biosynthesis I (Gram-negative bacteria),,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,Betaine Biosynthesis,glycine betaine biosynthesis II (Gram-positive bacteria),,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,Betaine Biosynthesis,glycine betaine biosynthesis III (plants),,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,Betaine Biosynthesis,glycine betaine biosynthesis IV (from glycine),,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,Betaine Biosynthesis,glycine betaine biosynthesis V (from glycine),,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,Choline Biosynthesis,,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,Choline Biosynthesis,choline biosynthesis I,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,Choline Biosynthesis,choline biosynthesis II,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,Choline Biosynthesis,choline biosynthesis III,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,Putrescine Biosynthesis,,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,Putrescine Biosynthesis,putrescine biosynthesis I,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,Putrescine Biosynthesis,putrescine biosynthesis II,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,Putrescine Biosynthesis,putrescine biosynthesis III,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,Putrescine Biosynthesis,superpathway of putrescine biosynthesis,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,Spermidine Biosynthesis,,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,Spermidine Biosynthesis,spermidine biosynthesis I,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,Spermidine Biosynthesis,spermidine biosynthesis II,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,Spermidine Biosynthesis,spermidine biosynthesis III,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,aminopropylcadaverine biosynthesis,,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,cadaverine biosynthesis,,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,creatine biosynthesis,,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,creatine-phosphate biosynthesis,,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,ectoine biosynthesis,,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,glutathionylspermidine biosynthesis,,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,histamine biosynthesis,,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,homospermidine biosynthesis,,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,norspermidine biosynthesis,,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,octopamine biosynthesis,,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,serinol biosynthesis,,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,spermine biosynthesis,,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,superpathway of arginine and polyamine biosynthesis,,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,superpathway of polyamine biosynthesis I,,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,superpathway of polyamine biosynthesis II,,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,superpathway of polyamine biosynthesis III,,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,trypanothione biosynthesis,,,,
Pathways,Biosynthesis,Amine and Polyamine Biosynthesis,ureide biosynthesis,,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,,,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Modification of Amino Acid Within Proteins,,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Modification of Amino Acid Within Proteins,diphthamide biosynthesis I (archaea),,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Modification of Amino Acid Within Proteins,diphthamide biosynthesis II (eukaryotes),,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Modification of Amino Acid Within Proteins,hypusine biosynthesis,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Modification of Amino Acid Within Proteins,protein citrullination,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Other Amino Acid Biosynthesis,,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Other Amino Acid Biosynthesis,beta Alanine Biosynthesis,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Other Amino Acid Biosynthesis,beta Alanine Biosynthesis,beta-alanine biosynthesis I,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Other Amino Acid Biosynthesis,beta Alanine Biosynthesis,beta-alanine biosynthesis II,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Other Amino Acid Biosynthesis,beta Alanine Biosynthesis,beta-alanine biosynthesis III,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Other Amino Acid Biosynthesis,beta Alanine Biosynthesis,beta-alanine biosynthesis IV,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Other Amino Acid Biosynthesis,beta Alanine Biosynthesis,uracil degradation I (reductive),,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Other Amino Acid Biosynthesis,L-citrulline Biosynthesis,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Other Amino Acid Biosynthesis,L-Ornithine Biosynthesis,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Other Amino Acid Biosynthesis,L-Ornithine Biosynthesis,L-Ndelta-acetylornithine biosynthesis,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Other Amino Acid Biosynthesis,L-Ornithine Biosynthesis,L-ornithine biosynthesis I,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Other Amino Acid Biosynthesis,L-Ornithine Biosynthesis,L-ornithine biosynthesis II,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Other Amino Acid Biosynthesis,3-hydroxy-L-homotyrosine biosynthesis,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Other Amino Acid Biosynthesis,4-hydroxy-4-methyl-L-glutamate biosynthesis,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Other Amino Acid Biosynthesis,4-methyl-proline biosynthesis,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Other Amino Acid Biosynthesis,alanine racemization,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Other Amino Acid Biosynthesis,D-cycloserine biosynthesis,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Other Amino Acid Biosynthesis,D-serine metabolism,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Other Amino Acid Biosynthesis,L-homocysteine biosynthesis,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Other Amino Acid Biosynthesis,L-homomethionine biosynthesis,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Other Amino Acid Biosynthesis,L-homophenylalanine biosynthesis,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Other Amino Acid Biosynthesis,L-homoserine biosynthesis,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Other Amino Acid Biosynthesis,seleno-amino acid biosynthesis (plants),,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Other Amino Acid Biosynthesis,superpathway of seleno-compound metabolism,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,Proteinogenic Amino Acid Biosynthesis,,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,superpathway of aromatic amino acid biosynthesis,,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,superpathway of branched chain amino acid biosynthesis,,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,superpathway of L-aspartate and L-asparagine biosynthesis,,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,"superpathway of L-lysine, L-threonine and L-methionine biosynthesis I",,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,"superpathway of L-lysine, L-threonine and L-methionine biosynthesis II",,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,superpathway of L-phenylalanine and L-tyrosine biosynthesis,,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,superpathway of L-serine and glycine biosynthesis I,,,,
Pathways,Biosynthesis,Amino Acid Biosynthesis,superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),,,,
Pathways,Biosynthesis,Aminoacyl-tRNA Charging,,,,,
Pathways,Biosynthesis,Aminoacyl-tRNA Charging,glutaminyl-tRNAgln biosynthesis via transamidation,,,,
Pathways,Biosynthesis,Aminoacyl-tRNA Charging,L-asparagine biosynthesis III (tRNA-dependent),,,,
Pathways,Biosynthesis,Aminoacyl-tRNA Charging,L-cysteine biosynthesis II (tRNA-dependent),,,,
Pathways,Biosynthesis,Aminoacyl-tRNA Charging,tRNA charging,,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,,,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,3-Dehydroquinate Biosynthesis,,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,3-Dehydroquinate Biosynthesis,3-dehydroquinate biosynthesis I,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,3-Dehydroquinate Biosynthesis,3-dehydroquinate biosynthesis II (archaea),,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,4-Hydroxybenzoate Biosynthesis,,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,4-Hydroxybenzoate Biosynthesis,4-hydroxybenzoate biosynthesis I (eukaryotes),,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,4-Hydroxybenzoate Biosynthesis,4-hydroxybenzoate biosynthesis II (bacteria),,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,4-Hydroxybenzoate Biosynthesis,4-hydroxybenzoate biosynthesis III (plants),,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,4-Hydroxybenzoate Biosynthesis,4-hydroxybenzoate biosynthesis IV (plants),,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Benzoate Biosynthesis,,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Benzoate Biosynthesis,"benzoate biosynthesis I (CoA-dependent, beta-oxidative)",,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Benzoate Biosynthesis,"benzoate biosynthesis II (CoA-independent, non-beta-oxidative)",,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Benzoate Biosynthesis,"benzoate biosynthesis III (CoA-dependent, non-beta-oxidative)",,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Benzoate Biosynthesis,salicin biosynthesis,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Benzoate Biosynthesis,salicortin biosynthesis,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Chorismate Biosynthesis,,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Chorismate Biosynthesis,chorismate biosynthesis from 3-dehydroquinate,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Chorismate Biosynthesis,chorismate biosynthesis I,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Chorismate Biosynthesis,chorismate biosynthesis II (archaea),,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Halogenated Aromatic Compound Biosynthesis,,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Halogenated Aromatic Compound Biosynthesis,brominated pyrroles biosynthesis,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Halogenated Aromatic Compound Biosynthesis,polybrominated biphenyls and diphenyl ethers biosynthesis,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Halogenated Aromatic Compound Biosynthesis,polybrominated dihydroxylated diphenyl ethers biosynthesis,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Halogenated Aromatic Compound Biosynthesis,polybrominated phenols biosynthesis,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Halogenated Aromatic Compound Biosynthesis,pyoluteorin biosynthesis,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Halogenated Aromatic Compound Biosynthesis,spongiadioxin C biosynthesis,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Halogenated Aromatic Compound Biosynthesis,superpathway of polybrominated aromatic compound biosynthesis,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Salicylate Biosynthesis,,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Salicylate Biosynthesis,salicylate biosynthesis I,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Salicylate Biosynthesis,salicylate biosynthesis II,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Salicylate Biosynthesis,salicylate glucosides biosynthesis I,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Salicylate Biosynthesis,salicylate glucosides biosynthesis II,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Salicylate Biosynthesis,salicylate glucosides biosynthesis III,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Salicylate Biosynthesis,salicylate glucosides biosynthesis IV,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Volatile Benzenoid Biosynthesis,,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Volatile Benzenoid Biosynthesis,guaiacol biosynthesis,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Volatile Benzenoid Biosynthesis,methylsalicylate biosynthesis,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,Volatile Benzenoid Biosynthesis,volatile benzenoid biosynthesis I (ester formation),,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,"1,3,5-trimethoxybenzene biosynthesis",,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,"2,3-dihydroxybenzoate biosynthesis",,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,"3,5-dimethoxytoluene biosynthesis",,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,3-dimethylallyl-4-hydroxybenzoate biosynthesis,,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,4-hydroxyphenylpyruvate biosynthesis,,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,benzoyl-CoA biosynthesis,,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,benzoylanthranilate biosynthesis,,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,cinnamoyl-CoA biosynthesis,,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,gallate biosynthesis,,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,o-diquinones biosynthesis,,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,oligomeric urushiol biosynthesis,,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,phaselate biosynthesis,,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,phenolic malonylglucosides biosynthesis,,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,phenylethanol biosynthesis,,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,phenylethanol glycoconjugate biosynthesis,,,,
Pathways,Biosynthesis,Aromatic Compound Biosynthesis,phenylethyl acetate biosynthesis,,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,,,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Acetaldehyde Biosynthesis,,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Acetaldehyde Biosynthesis,acetaldehyde biosynthesis I,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Acetaldehyde Biosynthesis,acetaldehyde biosynthesis II,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Alkane Biosynthesis,,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Alkane Biosynthesis,alkane biosynthesis I,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Alkane Biosynthesis,alkane biosynthesis II,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Alkane Biosynthesis,heptadecane biosynthesis,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Glycan Biosynthesis,,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Glycan Biosynthesis,Polysaccharide Biosynthesis,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Glycan Biosynthesis,Protein Glycosylation,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Glycan Biosynthesis,chondroitin biosynthesis,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Glycan Biosynthesis,glycosaminoglycan-protein linkage region biosynthesis,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Glycan Biosynthesis,lipid A-core biosynthesis (E. coli K-12),,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Glycan Biosynthesis,xanthan biosynthesis,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Itaconate Biosynthesis,,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Itaconate Biosynthesis,itaconate biosynthesis I,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Itaconate Biosynthesis,itaconate biosynthesis II,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Olefin Biosynthesis,,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Olefin Biosynthesis,Alkene Biosynthesis,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Olefin Biosynthesis,Alkene Biosynthesis,(9Z)-tricosene biosynthesis,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Olefin Biosynthesis,Alkene Biosynthesis,cis-alkene biosynthesis,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Olefin Biosynthesis,Alkene Biosynthesis,terminal olefins biosynthesis I,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Olefin Biosynthesis,Alkene Biosynthesis,terminal olefins biosynthesis II,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Olefin Biosynthesis,"hentriaconta-3,6,9,12,15,19,22,25,28-nonaene biosynthesis",,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Olefin Biosynthesis,lycopadiene biosynthesis,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Oligosaccharide Biosynthesis,,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Oligosaccharide Biosynthesis,ajugose biosynthesis I (galactinol-dependent),,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Oligosaccharide Biosynthesis,ajugose biosynthesis II (galactinol-independent),,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Oligosaccharide Biosynthesis,lychnose and isolychnose biosynthesis,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Oligosaccharide Biosynthesis,mannosylfructose biosynthesis,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Oligosaccharide Biosynthesis,protein N-glycosylation (bacterial),,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Oligosaccharide Biosynthesis,protein N-glycosylation initial phase (eukaryotic),,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Oligosaccharide Biosynthesis,protein O-glycosylation (Neisseria),,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Oligosaccharide Biosynthesis,stachyose biosynthesis,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Oligosaccharide Biosynthesis,stellariose and mediose biosynthesis,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Polysaccharide Biosynthesis,,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Sugar Biosynthesis,,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Sugar Biosynthesis,Gluconeogenesis,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Sugar Biosynthesis,Gluconeogenesis,gluconeogenesis I,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Sugar Biosynthesis,Gluconeogenesis,gluconeogenesis II (Methanobacterium thermoautotrophicum),,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Sugar Biosynthesis,Gluconeogenesis,gluconeogenesis III,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Sugar Biosynthesis,Sucrose Biosynthesis,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Sugar Biosynthesis,Sucrose Biosynthesis,sucrose biosynthesis I (from photosynthesis),,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Sugar Biosynthesis,Sucrose Biosynthesis,sucrose biosynthesis II,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Sugar Biosynthesis,Sucrose Biosynthesis,sucrose biosynthesis III,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Sugar Biosynthesis,Sugar Nucleotide Biosynthesis,,,
Pathways,Biosynthesis,Carbohydrate Biosynthesis,Sugar Biosynthesis,Sugar Nucleotide Biosynthesis,ADP-sugar Biosynthesis,,
,,,,,,ADP-L-glycero-beta-D-manno-heptose biosynthesis,
,,,,,CDP-sugar Biosynthesis,,
,,,,,,"CDP-4-dehydro-3,6-dideoxy-D-glucose biosynthesis",
,,,,,,CDP-abequose biosynthesis,
,,,,,,CDP-ascarylose biosynthesis,
,,,,,,CDP-D-arabitol biosynthesis,
,,,,,,CDP-D-mannitol biosynthesis,
,,,,,,CDP-paratose biosynthesis,
,,,,,,CDP-tyvelose biosynthesis,
